Accession,Gene,RNA.D0025,RNA.D005,RNA.D01,RNA.D015,RNA.D02,RNA.D025,RNA.D03,RNA.D035,RNA.D04,prot.D0025,prot.D005,prot.D01,prot.D015,prot.D02,prot.D025,prot.D03,prot.D035,prot.D04,XIA.cluster
P06780,RHO1,2.672186425,2.415390527,2.46553346,2.404116599,2.484645521,2.864198321,3.389398346,3.874845576,4.610404372,1104.479889,1056.331405,1193.729142,1349.219797,1171.348753,1006.86564,990.14629,768.4791274,686.4739442,2
P06781,RHO2,0.347405757,0.438054172,0.481258512,0.555604889,0.664735179,0.927663607,1.131924431,1.315851719,1.553386632,40.62831967,NA,33.10470319,NA,NA,NA,49.43390023,NA,NA,2
P06782,SNF1,0.695236321,0.57297661,0.54900025,0.54118649,0.613759964,0.782183098,1.031288796,1.270938123,1.416961234,71.10046586,78.43242461,85.03547941,108.3557772,125.8125528,117.7625323,137.7614522,132.9004883,117.5054915,2
P06785,CDC21,0.228791772,0.312722109,0.31183974,0.334714711,0.449171478,0.539220249,0.591390545,0.761330445,0.922634637,80.46736302,106.3875706,166.04843,218.067198,251.969463,248.5248788,224.4421243,232.8611974,226.7101007,2
P06786,TOP2,0.250641798,0.209375893,0.205594804,0.234121279,0.288467332,0.378823419,0.484575004,0.586579574,0.625884556,17.5857312,23.91522106,33.23749893,42.58596189,44.34550982,42.82994399,41.1344482,34.31800523,34.00442123,2
P06787,CMD1,2.319638733,2.250322204,2.010480981,2.052915957,1.949520973,2.240824645,2.455307047,2.689598616,2.917229851,1044.382525,1110.291983,1156.897194,1358.569078,1374.27255,1350.087947,1315.649843,1115.264699,1036.059737,2
P07143,CYT1,1.269971201,1.679461407,2.11936309,2.450225024,3.764195723,5.174414786,7.761853729,8.988025623,9.790851657,535.9727405,694.9778835,905.3200102,1019.067886,1127.852185,1316.116226,1429.214592,1275.43681,1258.056364,2
P07149,FAS1,0.705984266,1.343295849,1.488839164,1.444489015,1.360491079,1.343492637,1.495555657,1.665812954,1.784834398,1858.150948,2746.031057,3130.178464,3342.306648,3008.951975,2458.507728,2411.479768,1951.160169,1811.708242,2
P07170,ADK1,1.448891183,2.050058912,1.918362022,2.277056335,2.980831839,4.105880385,5.097850231,7.325991758,8.402972629,2914.223201,2990.53007,3121.324834,3567.118219,4154.218785,4456.939742,5278.910189,5111.918826,4789.760685,2
P07172,HIS5,0.651894233,0.774295591,1.121036624,1.197790001,1.007312336,1.046293957,1.401764816,1.908581901,2.53498486,408.8777438,451.1475444,561.5023146,561.6393619,475.4766515,353.365329,392.3109307,399.4361703,447.3101696,2
P07213,TOM70,0.567891228,0.593167699,0.754767833,0.932954008,1.35741664,1.81625448,3.000145995,3.585411035,4.001776325,630.6798086,731.1484348,978.9196137,1220.707089,1449.379733,1609.164485,1845.43797,1820.601229,1771.932146,2
P07236,MST1,0.14223359,0.208929821,0.246469897,0.318347407,0.460023428,0.634085189,1.031514832,1.196021052,1.325277799,NA,NA,NA,NA,NA,NA,NA,NA,51.87608036,2
P07244,"ADE5,7",0.524190086,0.794761174,0.948770309,1.243443585,1.877395232,2.415545323,3.074156057,3.727213588,4.81056846,835.6567259,1053.577859,1374.458547,1725.840354,2000.705083,2121.818935,2194.665771,2072.887014,2174.147807,2
P07245,ADE3,0.394877511,0.607659479,0.925677579,1.160151579,1.606924897,1.831195168,2.288630953,2.857115415,3.830080388,713.1732973,920.3609254,1297.785059,1588.421733,1687.613749,1744.615558,1822.182635,1824.483089,2023.715629,2
P07246,ADH3,1.263811028,1.251271272,1.295260602,1.54844239,2.120182996,2.848212735,4.113316025,4.786564835,5.266547239,1603.445394,1650.166416,1689.855913,2085.919106,2402.682568,2669.479578,2827.090521,2586.880176,2426.697836,2
P07251,ATP1,1.933618833,2.078410551,2.398776857,2.955170683,4.266728073,5.683019424,6.877110072,8.3787058,8.317145179,5798.614016,7578.314341,9535.190915,11493.04661,13208.35426,14088.25792,14862.77476,13455.63081,11546.24351,2
P07253,CBP6,0.653637264,0.444874909,0.438302923,0.575637955,0.735897487,1.086720435,1.733602786,2.298997359,2.557676078,367.0866826,383.8811255,492.3194215,602.3924395,686.8293486,758.5031757,912.7815655,891.8671064,824.4600361,2
P07255,COX9,5.387142825,3.648137529,3.579591888,4.011404491,5.341393697,7.765766459,10.21834086,12.85827079,15.81657636,1837.986665,1877.759933,1747.086415,2103.630114,2185.91922,2377.1668,2547.556527,2309.723908,1951.37671,2
P07256,COR1,1.346248024,1.691523643,1.955457166,2.442365558,3.632903187,5.114386995,7.791468141,8.634777278,9.270960651,2319.980376,2760.132598,3341.566418,3986.956992,4715.729718,4937.841847,5456.806499,5177.160036,4472.933074,2
P07257,QCR2,1.081732535,1.575411779,1.857842543,2.374116621,3.707856517,5.234826846,7.779397364,9.054764124,9.971372222,3442.461597,4050.280718,4800.346093,6159.984302,6992.214005,7519.26799,8091.480076,7498.015246,6565.01424,2
P07258,CPA1,2.200818869,2.506759892,2.412149657,2.163308688,1.652786796,1.898093453,2.559763457,2.273586673,2.802769776,191.8604296,284.7010373,236.4414549,334.2870425,450.2472528,629.9526252,616.1561213,647.5319948,806.5875879,1
P07259,URA2,0.489898517,0.576611149,0.522819805,0.597892175,0.814551836,0.947441943,1.08969106,1.590787205,2.090890406,1064.423954,1192.9018,1384.934951,1528.772834,1546.257827,1453.712822,1554.473952,1629.325062,1687.68264,2
P07260,CDC33,1.633424308,1.757062112,1.85829392,2.091524538,2.634750702,3.758547478,5.139692359,6.021107758,7.879290158,842.7719153,874.5351321,1080.06507,1352.114492,1577.174453,1676.896355,1747.394872,1689.555958,1699.863648,2
P07262,GDH1,1.508267177,2.406825224,2.997360426,4.402148855,7.256441953,9.728475057,8.91750631,10.83955164,13.5299497,1626.496392,2902.977277,6482.774135,9251.727572,11711.55704,11740.17078,10729.40737,9733.190931,10054.92327,2
P07264,LEU1,0.811845234,1.004200014,1.056103036,1.326149755,1.969275098,2.719872215,3.659784581,3.973742092,4.78206036,999.9739369,1184.118871,1429.594101,1793.714206,2099.17826,2315.665867,2456.072477,2163.008714,2142.078909,2
P07266,MRS1,0.187070546,0.198222127,0.212212634,0.250392274,0.355649182,0.516681001,0.709782362,0.935799031,1.040634498,16.93321409,NA,14.02789519,NA,NA,NA,22.26697545,25.25973221,NA,2
P07267,PEP4,1.462744593,1.939354844,2.600237794,2.607316813,2.064601697,1.714458161,2.009386233,2.18857167,2.370943821,1345.979657,1426.36884,1584.656859,1452.676899,1156.982703,951.3141007,709.358452,535.0992344,504.1788683,1
P07273,DST1,0.356333718,0.430573523,0.463824143,0.519951877,0.670878726,0.850318916,1.13119505,1.24571204,1.472209831,114.6965998,130.39914,182.5132131,223.729385,238.5455056,241.3081064,238.7456291,225.2480212,235.2652682,2
P07274,PFY1,2.139842322,2.96714972,2.848793798,2.910483489,2.87576176,3.657878326,4.056081302,4.773520428,5.856020661,1379.296197,1373.334209,1406.547258,1553.661831,1540.164362,1503.956024,1406.06932,1229.193972,1196.375596,2
P07275,PUT2,0.747712171,0.706591607,0.709113585,0.773580527,1.025042231,1.261671982,1.804454192,1.914665085,2.247472108,529.4536238,571.6122971,617.2984987,724.7455834,813.4262185,880.5916809,877.9593631,780.3607838,712.1327962,2
P07277,ERG12,0.388914813,0.534082347,0.633292551,0.68548793,0.760653829,0.836203627,1.075590045,1.141863723,1.440638291,160.8736096,184.829198,213.9538295,237.9215973,236.4394446,200.8853032,200.5100085,162.0980462,163.2467913,2
P07278,BCY1,1.641190072,1.427317545,1.123090003,1.004064723,0.925154916,0.917404192,1.158323496,1.054616983,1.059509248,1513.375736,1258.12491,948.9643463,918.9238716,829.4511609,691.6993014,609.0076183,481.7561225,417.6495614,1
P07280,RPS19A,1.647619216,2.395018269,2.331131053,3.058067401,3.671377157,5.621525043,5.741965138,8.28093647,10.53686203,4827.082368,5675.856688,7011.231285,8673.235022,9875.641776,10233.56023,11093.13177,11804.22065,12558.04771,2
P07281,RPS19B,1.805906348,2.700260934,2.939658836,3.787012634,4.678540786,6.911529637,7.005631363,10.73603133,13.67056836,1142.535705,1471.169532,1682.544582,NA,NA,NA,2562.242138,NA,NA,2
P07283,SEC53,1.374256876,1.170481788,1.314075517,1.604965533,1.889322289,2.534328634,2.721445396,3.580417575,4.401535961,600.7606185,713.5697661,1249.621953,1544.380211,1669.413686,1774.991457,1760.866542,1656.387188,1661.53194,2
P07284,SES1,0.810380665,1.064404635,0.880098229,1.101626671,1.521768735,2.16064353,2.80605668,3.240232753,3.677099833,1178.640891,1106.769155,1141.131621,1429.416494,1637.771621,1817.464851,1908.165752,1761.641274,1737.220109,2
P07285,TRP4,0.377336906,0.554710218,0.75136818,0.869841839,0.925384953,1.01749379,1.249252473,1.31369596,1.677046931,151.9425764,157.1968494,261.7793592,249.9083973,NA,203.1798645,165.8527103,166.432302,182.8782736,2
P07342,ILV2,0.854812023,1.24621878,1.533896472,1.667252417,1.791979606,1.989857249,2.690149153,2.999535546,3.480206805,1568.629061,2119.03305,2834.194026,3203.864859,3199.796636,3054.325407,3064.923455,2890.98182,2857.508219,2
P07347,ARD1,0.300366811,0.429878438,0.423516851,0.510052545,0.672188119,0.945746837,1.208177911,1.378108861,1.649459222,257.5119515,264.4691489,332.132773,NA,459.3214837,420.4270952,431.7979353,428.5737105,425.6208261,2
P07560,SEC4,1.695350529,1.537085174,1.440967043,1.472822338,1.407689002,1.765190724,2.277863983,2.563127265,3.502552972,223.2775105,246.6316695,259.4373444,283.6295415,274.6547094,248.7254216,239.6776416,221.5675456,213.1670827,2
P07702,LYS2,0.259726037,0.350869961,0.514686846,0.621864592,0.717307941,0.820996668,1.004748794,1.492619185,2.062099883,293.4377858,375.8090635,463.997642,489.2504527,443.3730016,390.2637568,425.0073966,502.6136083,600.9414295,2
P07703,RPC40,0.467594928,0.607888583,0.663240526,0.83984766,1.061656034,1.378704676,1.813288796,2.147811809,2.800187369,260.6692914,297.6183039,388.8149134,451.0438992,528.4341705,556.6838907,527.2929994,534.923896,572.6249073,2
P07806,VAS1,0.509065096,0.649027789,0.802459139,0.939499254,1.190724373,1.46016896,1.778859343,2.357149416,2.916240737,648.5320108,784.8514126,1005.043187,1151.948986,1208.952459,1176.684949,1308.11414,1327.62144,1414.926404,2
P07807,DFR1,0.272871868,0.370684297,0.375121521,0.454724086,0.488075717,0.631488417,0.623223342,0.703798898,0.843398333,80.72119296,88.23336146,NA,NA,NA,NA,NA,NA,NA,2
P07884,MOD5,0.327338172,0.350252371,0.33287805,0.346472114,0.376504064,0.434961643,0.673495291,0.750544045,0.751154098,NA,NA,24.49223538,NA,NA,NA,31.2705771,NA,30.94738559,2
P07991,CAR2,0.9255856,0.721345357,0.575280289,0.452627166,0.375051784,0.30210489,0.279819664,0.131947157,0.141689136,1376.10076,1268.776089,1027.833503,868.1973767,734.964501,565.1524105,269.4495322,123.9439463,115.6060345,1
P08018,PBS2,0.312191898,0.28717995,0.30735835,0.311844504,0.34240297,0.41958893,0.605499288,0.749284524,0.916273197,52.25485342,NA,73.98385949,NA,NA,80.48812774,92.1148223,90.23285307,102.5887569,2
P08067,RIP1,1.783135704,1.87082984,2.033905168,2.399266092,3.440811643,4.636747306,5.89226351,6.888131997,7.399690091,438.7466109,517.1670559,616.5196502,761.9125137,818.6845202,964.6529418,1045.768778,972.7613525,900.0428291,2
P08417,FUM1,0.903808777,1.330553061,1.433686242,1.83645222,2.862386505,4.020144381,5.943270282,6.004271706,5.758472102,1399.350295,1734.891301,2383.017835,3040.99052,3657.359062,4231.712503,4871.930698,4323.02945,3452.66536,2
P08425,MSF1,0.172881143,0.212822827,0.223835319,0.260719771,0.373313736,0.511213351,0.856604567,0.915622943,1.058376544,NA,55.12041747,68.03610423,81.2870267,NA,101.5613497,100.8119922,88.55795633,NA,2
P08465,MET2,0.656763853,0.784137775,0.654100695,0.760363234,0.886057421,1.326184264,1.778161952,2.210157268,2.459449021,92.29763765,133.6886668,196.9341337,213.7413607,206.8366134,191.1405884,195.8892761,187.6811966,200.907117,2
P08466,NUC1,0.17175151,0.244759393,0.323086273,0.452118893,0.681539497,1.004896948,1.719725522,2.012743122,2.240973882,116.3282347,136.427105,178.1973575,208.5417177,NA,323.8095867,325.0694431,350.8930303,330.5604063,2
P08518,RPB2,0.585173546,0.364129643,0.436328875,0.491972877,0.645025125,0.796533556,0.942773952,1.373404753,1.680514327,190.1976807,215.2503718,245.2890003,281.12676,292.1479848,286.8804231,288.851675,292.9142724,308.3078482,2
P08524,ERG20,0.965279112,1.557696562,2.005619545,2.281963791,2.744011568,3.17937712,3.931191507,4.503381034,5.598474561,1974.789542,2447.899676,3333.462082,3808.732365,3856.393447,3553.014317,3454.536179,3101.149178,3159.782854,2
P08525,QCR8,4.206056712,3.354788341,3.70766024,4.315106429,4.993585677,6.800870254,7.334491284,9.925852209,10.89441653,1611.889127,1779.715575,2340.091625,2763.733201,3047.305949,3237.360973,3566.820711,3192.816773,2830.598316,2
P08536,MET3,0.575808087,0.939308257,0.994613771,1.341864592,2.252053213,3.197640877,4.326104707,5.178125217,6.40766931,1440.498796,1655.384977,1909.505756,2466.815127,2943.024391,3173.242589,3519.486986,3129.009428,2971.641091,2
P08539,GPA1,0.450569771,0.54404526,0.453123865,0.496900082,0.646828818,0.806803742,1.145608072,1.244285857,1.333477457,58.27595608,73.6664526,78.81510951,90.84555407,NA,98.57103624,98.10346139,80.90122783,72.19272836,2
P08566,ARO1,0.363963509,0.419103818,0.484503073,0.516044867,0.535065838,0.57352834,0.762110108,0.994913602,1.234397918,392.0088548,480.238209,547.3002276,621.2184021,591.6331047,545.9704357,631.5213272,606.1526134,618.1395187,2
P08679,CIT2,1.390637854,0.740244625,0.684017041,1.030041772,1.441279003,2.741215813,3.734396917,2.978721904,3.03050948,140.2035659,110.0648108,150.6289669,191.3339571,265.3414205,442.6289742,571.1332612,287.3802784,244.9242975,2
P09032,GCD1,0.343279104,0.402272086,0.4083433,0.481635423,0.608948428,0.83486555,1.206550254,1.450779751,1.89916813,105.3488957,113.7097959,129.6916763,137.8096273,186.2368354,158.5578019,166.4034532,169.8973039,183.2353084,2
P09064,SUI3,0.974222981,0.888319296,0.973153251,1.251414597,1.656513177,2.212631103,2.904553771,3.460353044,4.04227072,283.6454658,317.6970363,419.3320005,515.3150401,599.5355333,663.298776,725.7522857,691.0500104,725.1642996,2
P09201,FBP1,0.318259463,0.325876987,0.408390616,0.428346258,0.507457267,0.408203125,0.595861983,0.397796601,0.205813253,NA,135.5879179,168.2789429,202.8846778,224.5590752,NA,138.4774291,NA,NA,1
P09232,PRB1,2.303571376,2.378566262,2.677822728,2.381390004,1.839953454,1.227624297,1.257000609,1.254781093,1.474925717,1416.079115,1574.326123,1735.297571,1546.257634,1127.038672,733.8799914,539.7000265,431.7802649,428.8290071,1
P09435,SSA3,5.066227277,6.689121344,4.018654568,2.414379487,0.597870844,0.156485899,0.171147256,0.211312778,0.211304719,3941.859648,3871.707215,1919.30916,1165.807078,228.6331431,39.78737863,36.0589734,44.90261175,28.23763998,1
P09436,ILS1,0.456024813,0.587462741,0.758139633,0.872267826,1.020870664,1.230468307,1.503245386,2.074395851,2.700221056,470.9844673,560.0538376,690.5785999,780.1511058,779.117696,732.6415629,795.784734,855.2474289,959.6927521,2
P09440,MIS1,0.139439735,0.20707169,0.27569386,0.375935933,0.595155997,0.815273168,1.075614062,1.390324657,1.785167773,132.9107031,165.1444885,250.9895212,302.3075239,358.2732259,399.2485238,448.3075154,449.5111082,506.0676519,2
P09457,ATP5,1.53527595,2.01136734,2.047384729,2.65331113,3.766580174,5.540268425,7.698692997,8.139353155,8.374768917,2174.943983,2703.57326,3458.48899,4200.543744,4891.916071,5166.890573,5314.671865,4538.068741,4007.094571,2
P09620,KEX1,0.398801641,0.319114887,0.367651835,0.405860654,0.478055321,0.582832146,0.762870654,0.970355221,1.054431842,10.57814061,NA,16.43468969,18.57016476,NA,21.15777401,NA,17.44177369,NA,2
P09624,LPD1,1.071060109,1.352064718,1.506104961,1.702554625,2.154289418,2.778311846,3.893121161,3.955744551,4.039198967,1840.661496,2097.419904,2387.799377,2747.599817,2921.611738,2873.792079,2913.351054,2554.707955,2213.830883,2
P09733,TUB1,0.589804023,0.864916363,1.025978025,1.264748351,1.66966379,2.048275301,2.111488859,2.415009366,2.744745298,1235.863097,1285.436103,1475.320451,1712.974621,1826.574052,1718.483772,1586.113874,1404.04439,1344.319464,2
P09734,TUB3,0.289790121,0.439938258,0.549782024,0.676244877,0.979713049,1.305630767,1.584390428,1.928759501,2.273221045,212.846711,NA,270.2523657,NA,366.2562765,353.0598648,363.5430909,NA,NA,2
P09880,TRL1,0.131515489,0.131223524,0.159149505,0.191871252,0.22832886,0.338740373,0.400224069,0.58868682,0.634177011,33.10884158,NA,37.9317182,48.52312735,53.56147894,48.10016103,54.51633494,NA,47.81443713,2
P09938,RNR2,1.456910322,2.54902897,2.75054021,2.482025261,1.488913368,1.179975264,1.049555138,0.919830842,1.075805537,4471.498963,4553.366041,3884.713425,3791.161797,2849.800723,2303.554656,1602.352204,1192.617985,1220.045426,1
P0C2H8,RPL31A,3.608228326,4.798895809,4.631951049,5.67106581,7.479043562,11.02863852,13.01839731,17.69990012,21.99710274,4188.583254,4784.631285,5901.756264,7519.128374,8627.979753,9266.531899,9521.191192,9815.149109,10390.92397,2
P0C2H9,RPL31B,2.021657694,2.29295469,2.587040991,3.079646097,4.353868016,6.669206494,7.775423896,10.84446713,14.03716651,490.0801058,550.4194164,650.6225873,839.232923,897.2433748,1014.871525,1066.18789,1127.675869,1177.668782,2
P0C5N3,YGL041W-A,0.711970785,0.605000672,0.55797787,0.727715237,0.870946259,1.250565193,1.6155387,1.996470496,2.146165071,NA,NA,191.6925409,245.3224774,271.4487013,289.405833,348.1509057,324.561345,288.1951593,2
P0CS90,SSC1,2.923366524,2.383101822,2.239585709,2.359988436,3.099044132,4.014170733,5.901583722,7.321085903,8.422956031,3614.835578,3500.075721,3764.760851,4631.888061,5299.137668,6001.336707,7275.466021,7400.74012,6761.560614,2
P0CT04,PBI2,2.372010255,3.670612816,3.62153008,3.754454631,3.186113071,3.761301426,3.924699463,5.011109728,3.857318479,3193.505441,3732.429454,3494.589736,3630.35036,3539.519788,3334.982335,3665.992135,2884.058863,2126.019765,2
P0CX36,RPS4B,3.024364351,4.181594027,4.330993528,5.374282647,6.933147656,9.962570204,10.25963305,14.78309881,18.71542898,6762.963557,7759.961652,9418.283531,11910.96897,13194.33545,14337.44286,15195.00427,16200.72898,17139.26446,2
P0CX40,RPS8B,4.065550436,5.283622989,5.503517414,6.8664867,8.9151795,12.69043438,13.22173467,19.43320859,23.6523129,4591.307619,5319.122192,6557.695656,8143.715563,9070.406674,9820.990148,10282.66656,11217.82136,11958.33652,2
P0CX85,RPL35B,4.420629577,5.412767366,4.950869528,6.048540625,7.266613985,11.38569457,12.7105538,18.39739733,22.27997106,5226.823875,6010.066373,7793.586113,10038.13027,11110.926,12006.41063,12023.68485,12293.12904,12904.30813,2
P10080,SBP1,1.358488362,1.778007449,1.782494379,1.897203935,1.978000686,2.326197855,2.953760203,3.200808706,3.51170782,2066.824809,2082.953354,2008.88048,2187.215951,2301.948284,2188.153916,2121.749424,1930.236151,1870.520604,2
P10363,PRI1,0.35080668,0.386512416,0.339679733,0.360286812,0.385897268,0.479412645,0.592282134,0.585176741,0.611878959,41.60513576,40.8348587,59.10504257,67.2813482,NA,NA,NA,NA,55.11902867,2
P10507,MAS1,0.478669933,0.512135486,0.546315931,0.622365165,0.823257093,1.074772084,1.499013811,1.620665376,1.867203649,102.0236642,122.2808242,190.8780581,241.1599565,263.2692687,284.3452626,306.4811339,273.0422948,276.469797,2
P10614,ERG11,1.208599213,3.985864335,7.789904419,7.201904344,4.344666331,2.695886896,2.017855641,2.158512751,2.425806118,254.0452237,389.2428116,868.4749589,1039.137555,890.0924947,679.8540444,638.2309866,518.6982337,493.1920705,1
